;Unnamed: 0;Submitby Date Time;Tc Direct Project ID;Challenge Manager;Challenge Copilot;Posting Date Date;Track;Technology List;Duration;Num Valid Submissions;First Place Prize;Num Appeals;Num Checkpoint Submissions;Num Registrations;Num Submissions;Num Submissions Passed Review;Num Successful Appeals;Num Valid Checkpoint Submissions;Contest Prizes Total;Copilot Cost;Total Prize
825;826;2019-07-21 23:11:22;22557;AAAAAAAAAH;AAAAAAAABE;2019-07-15;Develop;JavaScript,Node.js,TypeScript;11513;2;US$800,00;0;0;30;2;2;0;0;US$2.068,00;US$500,00;US$1.200,00
826;827;2019-07-21 21:23:47;22433;AAAAAAAAAH;AAAAAAAAAO;2019-07-19;Develop;Java;4356;4;US$800,00;0;0;25;4;4;0;0;US$2.328,00;US$600,00;US$1.200,00
827;828;2019-07-20 02:43:19;22346;AAAAAAAAAH;AAAAAAAAAZ;2019-07-18;Develop;Angular 2+,CSS,D3.JS,HTML5,SASS,SCSS;3506;1;US$1.000,00;0;0;31;1;1;0;0;US$1.960,00;US$600,00;US$1.500,00
829;830;2019-07-20 15:49:52;17234;AAAAAAAAAT;AAAAAAAAAT;2019-07-20;Develop;Other;612;3;US$400,00;0;0;10;3;3;0;0;US$500,00;US$0,00;US$500,00
830;831;2019-07-19 20:50:42;21580;AAAAAAAAAH;AAAAAAAABV;2019-07-18;Develop;Angular 2+;2950;2;US$600,00;0;0;21;2;0;0;0;US$276,00;US$0,00;US$900,00
831;832;2019-07-19 08:30:55;22719;AAAAAAAAAH;AAAAAAAABV;2019-07-17;Develop;Angular 2+;4116;4;US$600,00;0;0;25;4;3;0;0;US$1.896,00;US$600,00;US$900,00
832;833;2019-07-19 09:39:01;23262;AAAAAAAAAH;AAAAAAAABI;2019-07-17;QA;QA;16855;8;US$300,00;0;0;30;8;3;0;0;US$1.380,00;US$700,00;US$600,00
833;834;2019-07-19 00:04:39;19942;AAAAAAAAAH;AAAAAAAABE;2019-07-12;Develop;Angular 2+,JavaScript,MongoDB,Node.js,REST,TypeScript;11301;2;US$1.200,00;0;0;42;2;1;0;0;US$2.352,00;US$600,00;US$1.800,00
834;835;2019-07-19 03:47:31;21580;AAAAAAAAAH;AAAAAAAABV;2019-07-17;Develop;Angular 2+;3383;2;US$400,00;0;0;18;2;1;0;0;US$1.184,00;US$600,00;US$600,00
835;836;2019-07-19 02:20:30;22719;AAAAAAAAAH;AAAAAAAABV;2019-07-17;Develop;Angular 2+;3693;4;US$400,00;0;0;25;4;4;0;0;US$1.464,00;US$600,00;US$600,00
836;837;2019-07-19 07:40:15;22826;AAAAAAAAAH;AAAAAAAAAL;2019-07-16;Develop;JavaScript,Node.js,Other;6189;4;US$700,00;0;0;16;4;4;0;0;US$2.112,00;US$600,00;US$1.050,00
837;838;2019-07-18 03:16:00;22438;AAAAAAAAAH;AAAAAAAAAO;2019-07-16;Develop;Python;3046;3;US$400,00;0;0;16;3;2;0;0;US$1.424,00;US$600,00;US$600,00
838;839;2019-07-18 03:17:35;22433;AAAAAAAAAH;AAAAAAAAAO;2019-07-16;Develop;Python;3061;3;US$300,00;0;0;18;3;3;0;0;US$1.218,00;US$600,00;US$450,00
839;840;2019-07-18 09:01:07;23132;AAAAAAAAAH;AAAAAAAAAA;2019-07-13;Develop;Docker,Java,MySQL,Spring;9963;4;US$1.200,00;0;0;37;4;2;0;0;US$3.192,00;US$600,00;US$1.800,00
840;841;2019-07-18 18:08:00;22719;AAAAAAAAAH;AAAAAAAABV;2019-07-17;Develop;Angular 2+;0;0;US$400,00;0;0;5;0;0;0;0;US$0,00;US$0,00;US$600,00
841;842;2019-07-18 18:30:57;22719;AAAAAAAAAH;AAAAAAAABV;2019-07-17;Develop;Angular 2+,REST;2378;4;US$400,00;0;0;23;4;3;0;0;US$1.464,00;US$600,00;US$600,00
842;843;2019-07-18 03:51:49;23023;AAAAAAAAAH;AAAAAAAAAO;2019-07-16;Develop;Python;3722;5;US$350,00;0;0;23;5;5;0;0;US$1.366,00;US$600,00;US$500,00
843;844;2019-07-18 00:39:51;20205;AAAAAAAAAH;AAAAAAAABD;2019-07-15;QA;QA;8944;26;US$564,40;0;0;51;26;9;0;0;US$8.528,55;US$1.200,00;US$3.627,65
844;845;2019-07-18 03:13:22;23293;AAAAAAAAEU;AAAAAAAAAA;2019-07-11;Develop;Angular 2+,CSS,HTML,JavaScript;11580;2;US$1.600,00;0;0;29;2;1;0;0;US$2.568,00;US$600,00;US$2.400,00
845;846;2019-07-17 23:32:45;21043;AAAAAAAAAH;AAAAAAAAAP;2019-07-11;QA;Node.js,QA,ReactJS,Selenium;11830;1;US$800,00;0;0;27;1;1;0;0;US$1.688,00;US$600,00;US$1.200,00
846;847;2019-07-17 10:36:43;22093;AAAAAAAAAH;AAAAAAAAAD;2019-07-09;Develop;API,ASP.NET Core ,MySQL;15216;2;US$1.200,00;0;0;25;2;1;0;0;US$2.352,00;US$600,00;US$1.800,00
847;848;2019-07-17 17:59:29;22615;AAAAAAAAAH;AAAAAAAAAZ;2019-07-05;Design;0;41204;9;US$1.300,00;0;10;33;9;9;0;10;US$3.275,00;US$600,00;US$2.500,00
848;849;2019-07-17 17:45:47;21580;AAAAAAAAAH;AAAAAAAABV;2019-07-15;Develop;Angular 2+;3896;6;US$700,00;0;0;21;6;6;0;0;US$2.252,00;US$600,00;US$1.050,00
849;850;2019-07-17 15:46:57;17159;AAAAAAAAAH;AAAAAAAAAM;2019-07-13;Develop;Java;8492;3;US$350,00;0;0;51;3;3;0;0;US$1.296,00;US$600,00;US$500,00
850;851;2019-07-17 14:31:29;17234;AAAAAAAAAH;AAAAAAAABM;2019-07-12;Develop;Node.js,ReactJS,SCSS;8002;2;US$600,00;0;0;19;2;1;0;0;US$1.476,00;US$600,00;US$900,00
851;852;2019-07-16 07:01:08;22928;AAAAAAAAEU;AAAAAAAAAS;2019-07-03;Design;0;29703;14;US$1.700,00;0;26;66;15;14;0;20;US$3.900,00;US$600,00;US$3.250,00
852;853;2019-07-16 07:41:39;22560;AAAAAAAAAH;AAAAAAAAAO;2019-07-14;Develop;Other;2961;4;US$300,00;0;0;20;4;4;0;0;US$1.248,00;US$600,00;US$450,00
853;854;2019-07-16 07:37:02;22762;AAAAAAAAAH;AAAAAAAAAO;2019-07-14;Develop;Python;3510;6;US$350,00;0;0;30;6;6;0;0;US$1.401,00;US$600,00;US$500,00
854;855;2019-07-16 07:42:08;23150;AAAAAAAAAH;AAAAAAAAAO;2019-07-14;Develop;Other;3358;4;US$300,00;0;0;17;4;4;0;0;US$1.248,00;US$600,00;US$450,00
855;856;2019-07-16 06:43:00;12591;AAAAAAAAAH;AAAAAAAABL;2019-07-10;Design;0;0;0;US$3,00;0;4;3;0;0;0;3;US$0,00;US$0,00;US$11,00
856;857;2019-07-16 09:12:42;22695;AAAAAAAAAH;AAAAAAAABE;2019-07-11;QA;Angular 4,QA,TypeScript;10245;3;US$800,00;0;0;28;3;2;0;0;US$2.248,00;US$600,00;US$1.200,00
857;858;2019-07-16 07:40:11;22515;AAAAAAAAAH;AAAAAAAAAO;2019-07-14;Develop;Other;3512;5;US$300,00;0;0;18;5;5;0;0;US$1.278,00;US$600,00;US$450,00
858;859;2019-07-16 10:54:50;23211;AAAAAAAAAH;AAAAAAAABK;2019-07-09;Develop;Angular 2+,SCSS,TypeScript;13647;1;US$2.000,00;0;0;26;1;1;0;0;US$2.960,00;US$600,00;US$3.500,00
859;860;2019-07-15 10:17:21;22517;AAAAAAAAAH;AAAAAAAAAE;2019-07-10;Develop;C++,JavaScript;0;0;US$1.800,00;0;0;20;0;0;0;0;US$0,00;US$0,00;US$2.700,00
860;861;2019-07-15 05:24:00;12591;AAAAAAAAAH;AAAAAAAABL;2019-07-10;Design;0;0;0;US$3,00;0;3;3;0;0;0;2;US$0,00;US$0,00;US$11,00
861;862;2019-07-15 07:00:40;21852;AAAAAAAAAH;AAAAAAAAAO;2019-07-09;Develop;Swagger;16720;4;US$1.400,00;0;0;39;4;4;0;0;US$3.624,00;US$600,00;US$2.100,00
862;863;2019-07-15 05:56:30;17159;AAAAAAAAAH;AAAAAAAAAP;2019-07-10;Develop;API,JavaScript,Node.js,Npm,Other;9696;11;US$600,00;0;0;38;11;9;0;0;US$2.250,72;US$600,00;US$900,00
863;864;2019-07-15 13:09:34;23293;AAAAAAAAEU;AAAAAAAAAA;2019-07-11;Develop;Angular 2+,CSS,HTML5,JavaScript;7236;3;US$800,00;0;0;27;3;1;0;0;US$1.624,00;US$600,00;US$1.200,00
864;865;2019-07-15 12:34:46;22719;AAAAAAAAAH;AAAAAAAABV;2019-07-11;Develop;Angular 2+,REST;8033;4;US$1.000,00;0;0;30;4;2;0;0;US$2.760,00;US$600,00;US$1.500,00
865;866;2019-07-15 01:53:59;21580;AAAAAAAAAH;AAAAAAAABV;2019-07-12;Develop;Angular 2+;4397;3;US$700,00;0;0;21;3;3;0;0;US$2.042,00;US$600,00;US$1.050,00
866;867;2019-07-14 02:47:58;22719;AAAAAAAAAH;AAAAAAAABV;2019-07-10;Develop;Angular 2+,REST;9125;2;US$1.200,00;0;0;20;2;2;0;0;US$2.952,00;US$600,00;US$1.800,00
867;868;2019-07-14 00:52:28;20205;AAAAAAAAAH;AAAAAAAABD;2019-07-12;QA;QA;5938;15;US$900,00;0;0;40;15;9;0;0;US$7.136,00;US$1.200,00;US$2.400,00
868;869;2019-07-14 01:06:41;22826;AAAAAAAAAH;AAAAAAAAAL;2019-07-12;Develop;Node.js,TypeScript;5408;7;US$700,00;0;0;32;7;7;0;0;US$2.322,00;US$600,00;US$1.050,00
869;870;2019-07-14 17:35:23;22695;AAAAAAAAAH;AAAAAAAABE;2019-07-09;Develop;Angular 2+,TypeScript,UI Prototype;10173;3;US$1.200,00;0;0;34;3;1;0;0;US$2.472,00;US$600,00;US$1.800,00
870;871;2019-07-14 12:39:00;22719;AAAAAAAAAH;AAAAAAAABV;2019-07-10;Develop;Angular 2+;0;0;US$1.000,00;0;0;20;0;0;0;0;US$0,00;US$0,00;US$1.500,00
871;872;2019-07-13 19:55:29;23128;AAAAAAAAAH;AAAAAAAAAO;2019-07-11;Develop;Python;5091;6;US$600,00;0;0;33;6;6;0;0;US$2.016,00;US$600,00;US$900,00
872;873;2019-07-13 09:17:42;23226;AAAAAAAAAH;AAAAAAAAAL;2019-07-10;Develop;Node.js;6254;3;US$700,00;0;0;19;3;2;0;0;US$2.042,00;US$600,00;US$1.050,00
873;874;2019-07-13 04:54:23;21043;AAAAAAAAAH;AAAAAAAAAP;2019-07-10;Develop;AWS,Elasticsearch,Express,Node.js,Swagger;6174;2;US$400,00;0;0;19;2;2;0;0;US$1.384,00;US$600,00;US$600,00
874;875;2019-07-13 10:18:51;21940;AAAAAAAAED;AAAAAAAABS;2019-07-03;Data Science;Data Science,Python;19309;6;US$2.500,00;0;0;85;6;3;0;0;US$5.425,00;US$600,00;US$3.750,00
875;876;2019-07-13 09:00:00;23257;AAAAAAAAEJ;AAAAAAAAAH;2019-07-10;Design;0;0;0;US$1.250,00;0;0;0;0;0;0;0;US$0,00;US$0,00;US$1.500,00
876;877;2019-07-13 08:15:00;22826;AAAAAAAAAH;AAAAAAAAAL;2019-07-10;Develop;TypeScript;0;0;US$700,00;0;0;20;0;0;0;0;US$0,00;US$0,00;US$1.050,00
877;878;2019-07-13 07:13:19;23003;AAAAAAAAAH;AAAAAAAAAK;2019-07-09;Develop;Angular 4,CSS,HTML5;8195;1;US$700,00;0;0;27;1;1;0;0;US$1.252,00;US$300,00;US$1.050,00
878;879;2019-07-12 09:21:29;17159;AAAAAAAAAH;AAAAAAAAAE;2019-07-05;Develop;Node.js;12640;1;US$800,00;0;0;36;1;0;0;0;US$288,00;US$0,00;US$1.200,00
879;880;2019-07-12 11:55:46;22241;AAAAAAAAAH;AAAAAAAABK;2019-06-27;Develop;QlikView;26755;24;US$25,00;0;0;68;24;24;0;0;US$850,00;US$600,00;US$125,00
880;881;2019-07-12 02:11:17;22856;AAAAAAAAAH;AAAAAAAAAL;2019-07-09;QA;Google,Microsoft Azure,Node.js,Other,QA;4638;4;US$300,00;0;0;39;4;4;0;0;US$1.050,00;US$600,00;US$450,00
881;882;2019-07-12 17:48:41;23304;AAAAAAAAAH;AAAAAAAAAS;2019-07-10;Design;0;7484;67;US$2.000,00;0;0;75;67;67;0;0;US$7.700,00;US$600,00;US$6.250,00
882;883;2019-07-12 05:04:55;22860;AAAAAAAAEQ;AAAAAAAAAK;2019-07-04;Develop;Angular 2+,CSS,HTML5;13488;4;US$2.000,00;0;0;46;4;3;0;0;US$4.920,00;US$600,00;US$3.000,00
883;884;2019-07-11 23:28:12;21580;AAAAAAAAAH;AAAAAAAABV;2019-07-09;Develop;Angular 2+;5942;2;US$400,00;0;0;14;2;2;0;0;US$1.384,00;US$600,00;US$600,00
885;886;2019-07-11 11:14:50;22719;AAAAAAAAAH;AAAAAAAAAZ;2019-07-06;Develop;Angular 2+,Google-Maps;0;0;US$800,00;0;0;3;0;0;0;0;US$0,00;US$0,00;US$1.200,00
886;887;2019-07-11 19:36:09;21925;AAAAAAAAAH;AAAAAAAAAO;2019-07-07;Develop;Angular 2+;9345;1;US$1.000,00;0;0;44;1;1;0;0;US$1.960,00;US$600,00;US$1.500,00
887;888;2019-07-10 20:59:55;21580;AAAAAAAAAH;AAAAAAAABV;2019-07-08;Develop;Angular 2+;4679;3;US$800,00;0;0;25;3;3;0;0;US$2.248,00;US$600,00;US$1.200,00
888;889;2019-07-10 07:13:39;16527;AAAAAAAAAH;AAAAAAAAAL;2019-07-07;Develop;Node.js;8114;5;US$700,00;0;0;36;5;4;0;0;US$2.182,00;US$600,00;US$1.050,00
889;890;2019-07-10 19:16:01;23280;AAAAAAAADV;AAAAAAAAAA;2019-07-05;Develop;Java,MySQL,SQL Server;10099;2;US$2.000,00;0;0;44;2;2;0;0;US$4.520,00;US$600,00;US$3.000,00
890;891;2019-07-10 22:02:38;23262;AAAAAAAAAH;AAAAAAAABI;2019-07-05;QA;QA;16260;9;US$600,00;0;0;60;9;9;0;0;US$2.779,00;US$700,00;US$1.100,00
891;892;2019-07-10 15:36:28;23262;AAAAAAAAAH;AAAAAAAABI;2019-07-08;QA;Android,Mobile,QA,iOS;0;4;US$0,00;0;0;9;4;4;0;0;US$0,00;US$0,00;US$0,00
892;893;2019-07-10 06:02:39;21043;AAAAAAAAAH;AAAAAAAAAP;2019-07-04;Develop;AWS,Apache Kafka,Elasticsearch,Java,Node.js,Other;0;0;US$1.000,00;0;0;24;0;0;0;0;US$0,00;US$0,00;US$1.500,00
893;894;2019-07-10 02:19:28;18110;AAAAAAAAAH;AAAAAAAAAD;2019-07-04;Develop;Angular 2+,Node.js;12348;2;US$1.400,00;0;0;21;2;1;0;0;US$2.644,00;US$600,00;US$2.450,00
894;895;2019-07-09 12:45:56;22005;AAAAAAAAEA;AAAAAAAAAV;2019-07-04;Develop;Java,MySQL;9900;1;US$1.200,00;0;0;29;1;1;0;0;US$2.232,00;US$600,00;US$1.600,00
895;896;2019-07-09 23:06:25;22506;AAAAAAAAAN;AAAAAAAABR;2019-06-25;Design;0;32790;18;US$1.300,00;0;25;57;19;18;0;25;US$3.200,00;US$600,00;US$2.500,00
896;897;2019-07-09 18:47:16;22106;AAAAAAAAAH;AAAAAAAAAO;2019-07-06;Develop;Node.js;0;0;US$800,00;0;0;22;0;0;0;0;US$0,00;US$0,00;US$1.200,00
897;898;2019-07-08 03:01:39;22617;AAAAAAAAAH;AAAAAAAAAY;2019-06-21;Design;0;31793;6;US$1.000,00;0;11;29;6;6;0;11;US$2.150,00;US$300,00;US$1.800,00
898;899;2019-07-08 00:07:54;18977;AAAAAAAAAH;AAAAAAAABH;2019-07-04;Develop;ReactJS,SCSS;10051;5;US$170,00;0;0;27;5;5;0;0;US$1.029,60;US$600,00;US$365,00
899;900;2019-07-08 16:19:57;21196;AAAAAAAAAH;AAAAAAAAAP;2019-07-05;Develop;Angular 2+,Angular 4,Less;8699;6;US$400,00;0;0;29;6;4;0;0;US$1.544,00;US$600,00;US$600,00
900;901;2019-07-08 16:20:52;21196;AAAAAAAAAH;AAAAAAAAAP;2019-07-05;Develop;Angular 2+,Angular 4,Less;7264;3;US$400,00;0;0;24;3;2;0;0;US$1.424,00;US$600,00;US$600,00
901;902;2019-07-08 18:25:52;17170;AAAAAAAAAH;AAAAAAAAAO;2019-07-03;Develop;Angular 2+;15453;4;US$150,00;0;0;47;4;4;0;0;US$994,75;US$600,00;US$370,00
902;903;2019-07-08 14:15:26;21043;AAAAAAAAAH;AAAAAAAAAP;2019-07-04;Develop;API,AWS,Apache Kafka,Elasticsearch,Node.js;8560;4;US$600,00;0;0;19;4;4;0;0;US$1.896,00;US$600,00;US$900,00
903;904;2019-07-08 01:06:10;23203;AAAAAAAAAH;AAAAAAAAAW;2019-07-06;Develop;Angular.js (1.0);4319;12;US$600,00;0;0;40;12;11;0;0;US$2.088,00;US$600,00;US$1.050,00
904;905;2019-07-08 20:53:03;23173;AAAAAAAADV;AAAAAAAABJ;2019-06-24;Data Science;Data Science;31690;6;US$3.000,00;0;0;47;6;6;0;0;US$2.100,00;US$600,00;US$3.000,00
905;906;2019-07-07 09:03:09;20868;AAAAAAAAAH;AAAAAAAAAA;2019-07-04;Develop;Node.js,REST,TypeScript;7604;5;US$800,00;0;0;31;5;4;0;0;US$2.104,00;US$600,00;US$1.200,00
906;907;2019-07-07 02:05:23;23172;AAAAAAAAAN;AAAAAAAABW;2019-06-29;Design;0;15354;11;US$1.300,00;0;20;50;11;11;0;20;US$2.950,00;US$600,00;US$2.250,00
907;908;2019-07-07 07:36:26;22517;AAAAAAAAAH;AAAAAAAAAE;2019-07-02;Develop;C++,JavaScript;9973;1;US$1.600,00;0;0;19;1;1;0;0;US$2.776,00;US$600,00;US$2.400,00
908;909;2019-07-07 09:10:34;22316;AAAAAAAAAH;AAAAAAAABR;2019-07-03;Develop;HTML5,JavaScript,SCSS;8657;3;US$1.400,00;0;0;39;3;2;0;0;US$3.484,00;US$600,00;US$2.100,00
909;910;2019-07-06 07:34:15;21580;AAAAAAAAAH;AAAAAAAABV;2019-07-04;Develop;Angular 2+;4407;2;US$700,00;0;0;14;2;2;0;0;US$1.972,00;US$600,00;US$1.050,00
910;911;2019-07-06 03:00:46;22617;AAAAAAAAAH;AAAAAAAAAY;2019-06-21;Design;0;32891;8;US$1.700,00;0;20;41;8;8;0;19;US$3.900,00;US$600,00;US$3.250,00
911;912;2019-07-06 23:54:02;22093;AAAAAAAAAH;AAAAAAAAAD;2019-06-29;Develop;API,ASP.NET Core ,MySQL;0;0;US$1.200,00;0;0;28;0;0;0;0;US$0,00;US$0,00;US$1.800,00
912;913;2019-07-06 21:52:57;19942;AAAAAAAAAH;AAAAAAAABE;2019-07-01;Develop;JavaScript,MongoDB,Node.js;12504;5;US$1.200,00;0;0;63;5;3;0;0;US$2.600,00;US$600,00;US$1.800,00
913;914;2019-07-06 22:41:39;22718;AAAAAAAAAH;AAAAAAAABJ;2019-06-07;Data Science;Data Science,Python,R;46044;4;US$5.000,00;0;0;75;4;1;0;0;US$6.425,00;US$600,00;US$9.000,00
914;915;2019-07-06 06:11:09;17138;AAAAAAAAAH;AAAAAAAAAL;2019-07-02;Develop;AWS,EC2,Node.js,S3;8524;2;US$1.000,00;0;0;29;2;2;0;0;US$2.560,00;US$600,00;US$1.500,00
915;916;2019-07-06 00:31:30;22528;AAAAAAAAAH;AAAAAAAABH;2019-07-02;Develop;ReactJS,SCSS;8603;5;US$1.100,00;0;0;27;5;5;0;0;US$3.086,00;US$600,00;US$1.650,00
916;917;2019-07-05 12:35:51;17170;AAAAAAAAAH;AAAAAAAAAO;2019-06-27;QA;Node.js,QA;7226;14;US$600,00;0;0;45;14;13;0;0;US$1.990,00;US$600,00;US$1.390,00
917;918;2019-07-05 07:18:00;23229;AAAAAAAAAH;AAAAAAAAAZ;2019-07-04;Develop;Angular 2+,CSS,HTML5;0;0;US$400,00;0;0;19;0;0;0;0;US$0,00;US$0,00;US$600,00
918;919;2019-07-04 17:34:21;21580;AAAAAAAAAH;AAAAAAAABV;2019-07-01;Develop;Angular 2+;6190;3;US$700,00;0;0;21;3;3;0;0;US$2.042,00;US$600,00;US$1.050,00
919;920;2019-07-04 11:25:46;23229;AAAAAAAAAH;AAAAAAAAAZ;2019-06-29;Develop;Angular 2+,D3.JS;0;0;US$1.400,00;0;0;35;0;0;0;0;US$0,00;US$0,00;US$2.100,00
920;921;2019-07-04 00:39:11;20205;AAAAAAAAAH;AAAAAAAABD;2019-07-01;QA;QA;8942;23;US$697,45;0;0;55;23;9;0;0;US$8.499,30;US$1.200,00;US$3.766,25
921;922;2019-07-03 10:16:53;21043;AAAAAAAAAH;AAAAAAAAAP;2019-06-26;Develop;AWS,Apache Kafka,Elasticsearch,Java,Node.js,Other;0;0;US$1.000,00;0;0;22;0;0;0;0;US$0,00;US$0,00;US$1.500,00
922;923;2019-07-03 15:10:50;20868;AAAAAAAAAH;AAAAAAAAAA;2019-06-27;Develop;Node.js,PostgreSQL,REST,TypeScript;10133;1;US$1.600,00;0;0;41;1;1;0;0;US$2.776,00;US$600,00;US$2.400,00
923;924;2019-07-03 21:22:33;21925;AAAAAAAAAH;AAAAAAAAAO;2019-06-28;Develop;MongoDB,Python;10969;3;US$1.200,00;0;0;46;3;3;0;0;US$3.072,00;US$600,00;US$1.800,00
924;925;2019-07-03 01:30:49;22908;AAAAAAAAAH;AAAAAAAAAW;2019-06-27;Develop;Apache Kafka,Docker;11728;2;US$1.000,00;0;0;20;2;2;0;0;US$2.560,00;US$600,00;US$1.500,00
925;926;2019-07-03 15:31:01;21580;AAAAAAAAAH;AAAAAAAABV;2019-07-01;Develop;Angular 2+;3704;2;US$400,00;0;0;15;2;2;0;0;US$1.384,00;US$600,00;US$600,00
926;927;2019-07-03 10:26:41;22346;AAAAAAAAAH;AAAAAAAABT;2019-06-26;Develop;Java,Spring;13467;3;US$1.200,00;0;0;38;3;2;0;0;US$3.072,00;US$600,00;US$1.800,00
927;928;2019-07-03 10:11:45;18977;AAAAAAAAAH;AAAAAAAAAO;2019-06-29;Develop;Node.js;8660;3;US$500,00;0;0;42;3;2;0;0;US$1.630,00;US$600,00;US$750,00
928;929;2019-07-02 08:13:31;23211;AAAAAAAAAH;AAAAAAAABK;2019-06-27;Develop;Angular 2+,TypeScript;0;0;US$1.300,00;0;0;31;0;0;0;0;US$0,00;US$0,00;US$2.250,00
929;930;2019-07-02 00:06:50;22695;AAAAAAAAAH;AAAAAAAABE;2019-06-27;Develop;Angular 2+,JavaScript,Node.js,TypeScript;8952;1;US$1.300,00;0;0;42;1;1;0;0;US$2.368,00;US$600,00;US$1.950,00
930;931;2019-07-02 12:28:38;18110;AAAAAAAAAH;AAAAAAAAAD;2019-06-25;Develop;Angular 2+,Node.js;0;0;US$1.200,00;0;0;23;0;0;0;0;US$0,00;US$0,00;US$2.100,00
931;932;2019-07-02 12:42:37;23044;AAAAAAAAAH;AAAAAAAABN;2019-06-27;Develop;Docker,Java;8460;1;US$500,00;0;0;17;1;1;0;0;US$1.280,00;US$600,00;US$750,00
932;933;2019-07-02 11:00:29;22346;AAAAAAAAAH;AAAAAAAABT;2019-06-26;Develop;Java,Spring;11457;2;US$1.200,00;0;0;42;2;1;0;0;US$2.352,00;US$600,00;US$1.800,00
933;934;2019-07-01 14:26:16;17138;AAAAAAAAAH;AAAAAAAAAL;2019-06-27;Develop;AWS,EC2,Node.js,S3;0;0;US$800,00;0;0;16;0;0;0;0;US$0,00;US$0,00;US$1.200,00
934;935;2019-07-01 09:41:55;23150;AAAAAAAAAH;AAAAAAAAAO;2019-06-29;Develop;Java;4534;2;US$700,00;0;0;25;2;2;0;0;US$1.972,00;US$600,00;US$1.050,00
935;936;2019-07-01 09:47:04;23128;AAAAAAAAAH;AAAAAAAAAO;2019-06-29;Develop;Python;6089;4;US$400,00;0;0;22;4;4;0;0;US$1.464,00;US$600,00;US$600,00
936;937;2019-07-01 20:38:54;21999;AAAAAAAAFA;AAAAAAAABJ;2019-06-24;Data Science;Data Science,Python;0;2;US$1.000,00;0;0;38;2;2;0;0;US$0,00;US$0,00;US$1.000,00
937;938;2019-07-01 09:40:41;22528;AAAAAAAAAH;AAAAAAAABH;2019-06-26;Develop;ReactJS,SCSS;9797;2;US$1.000,00;0;0;27;2;2;0;0;US$2.560,00;US$600,00;US$1.500,00
938;939;2019-07-01 09:44:57;22528;AAAAAAAAAH;AAAAAAAABH;2019-06-27;Develop;ReactJS,SCSS;0;0;US$750,00;0;0;16;0;0;0;0;US$0,00;US$0,00;US$1.125,00
939;940;2019-07-01 10:01:51;16542;AAAAAAAAAH;AAAAAAAAAK;2019-06-16;Design;0;33205;9;US$1.700,00;0;13;50;9;9;0;13;US$3.900,00;US$600,00;US$3.250,00
940;941;2019-07-01 23:58:00;22695;AAAAAAAAAH;AAAAAAAABE;2019-06-26;Develop;Angular 2+,JavaScript,Node.js,TypeScript;0;0;US$1.200,00;0;0;39;0;0;0;0;US$0,00;US$0,00;US$1.800,00
941;942;2019-06-30 19:28:59;23150;AAAAAAAAAH;AAAAAAAAAO;2019-06-28;Develop;MongoDB,Python;4155;2;US$600,00;0;0;25;2;1;0;0;US$1.476,00;US$600,00;US$900,00
942;943;2019-06-30 10:53:49;22719;AAAAAAAAAH;AAAAAAAABV;2019-06-28;Develop;Angular 2+,Node.js,REST;3095;2;US$600,00;0;0;18;2;2;0;0;US$1.726,00;US$600,00;US$950,00
943;944;2019-06-30 00:37:47;20205;AAAAAAAAAH;AAAAAAAABD;2019-06-28;QA;QA;7310;15;US$900,00;0;0;48;15;9;0;0;US$5.060,00;US$1.200,00;US$2.390,00
944;945;2019-06-30 20:00:06;21925;AAAAAAAAAH;AAAAAAAABT;2019-06-17;Data Science;Data Science,Python;28989;5;US$2.000,00;0;0;86;5;3;0;0;US$4.860,00;US$600,00;US$3.800,00
945;946;2019-06-30 18:41:18;21580;AAAAAAAAAH;AAAAAAAABV;2019-06-25;Develop;Angular 2+;8693;1;US$700,00;0;0;27;1;1;0;0;US$1.552,00;US$600,00;US$1.050,00
946;947;2019-06-30 20:10:00;22438;AAAAAAAAEF;AAAAAAAAAO;2019-06-28;Develop;Angular 2+,REST;0;0;US$400,00;0;0;10;0;0;0;0;US$0,00;US$0,00;US$600,00
948;949;2019-06-29 08:30:27;12591;AAAAAAAAAH;AAAAAAAAAP;2019-06-25;Develop;Node.js,ReactJS;11411;2;US$600,00;0;0;19;2;2;0;0;US$1.776,00;US$600,00;US$900,00
949;950;2019-06-29 10:20:18;21043;AAAAAAAAAH;AAAAAAAAAP;2019-06-25;Develop;AWS,Elasticsearch,Node.js;8622;2;US$800,00;0;0;22;2;2;0;0;US$2.168,00;US$600,00;US$1.200,00
950;951;2019-06-28 02:05:11;19942;AAAAAAAAAH;AAAAAAAABE;2019-06-21;Develop;API,JavaScript,MongoDB,Node.js,REST;0;0;US$1.200,00;0;0;39;0;0;0;0;US$0,00;US$0,00;US$1.800,00
951;952;2019-06-28 00:04:54;22784;AAAAAAAAAH;AAAAAAAABK;2019-06-23;Develop;Git,Node.js,TypeScript;11620;3;US$1.000,00;0;0;28;3;2;0;0;US$2.660,00;US$600,00;US$1.500,00
952;953;2019-06-28 01:04:50;22856;AAAAAAAAAH;AAAAAAAAAL;2019-06-25;Develop;Google,Google API,Node.js,Other;6058;2;US$600,00;0;0;26;2;1;0;0;US$1.476,00;US$600,00;US$900,00
954;955;2019-06-28 10:05:47;22826;AAAAAAAAAH;AAAAAAAAAL;2019-06-25;Develop;Node.js,Other,TypeScript;8227;5;US$800,00;0;0;29;5;5;0;0;US$2.408,00;US$600,00;US$1.200,00
